,index,Iso3,StartDate,EndDate,Area,Item Code,Item,Element,Year,Months Code,Months,Value
3226,8355,MYS,01/08/2012,31/08/2012,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2012,7008,August,900
3227,8356,MYS,01/09/2012,30/09/2012,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2012,7009,September,900
3228,8357,MYS,01/10/2012,31/10/2012,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2012,7010,October,950
3229,8358,MYS,01/11/2012,30/11/2012,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2012,7011,November,950
3230,8359,MYS,01/12/2012,31/12/2012,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2012,7012,December,950
3231,8360,MYS,01/01/2013,31/12/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7021,Annual value,800
3232,8361,MYS,01/01/2013,31/01/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7001,January,900
3233,8362,MYS,01/02/2013,28/02/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7002,February,850
3234,8363,MYS,01/03/2013,31/03/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7003,March,850
3235,8364,MYS,01/04/2013,30/04/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7004,April,800
3236,8365,MYS,01/05/2013,31/05/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7005,May,900
3237,8366,MYS,01/06/2013,30/06/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7006,June,900
3238,8367,MYS,01/07/2013,31/07/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7007,July,800
3239,8368,MYS,01/08/2013,31/08/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7008,August,750
3240,8369,MYS,01/09/2013,30/09/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7009,September,750
3241,8370,MYS,01/10/2013,31/10/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7010,October,750
3242,8371,MYS,01/11/2013,30/11/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7011,November,750
3243,8372,MYS,01/12/2013,31/12/2013,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2013,7012,December,750
3244,8373,MYS,01/01/2014,31/12/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7021,Annual value,950
3245,8374,MYS,01/01/2014,31/01/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7001,January,950
3246,8375,MYS,01/02/2014,28/02/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7002,February,950
3247,8376,MYS,01/03/2014,31/03/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7003,March,950
3248,8377,MYS,01/04/2014,30/04/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7004,April,950
3249,8378,MYS,01/05/2014,31/05/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7005,May,950
3250,8379,MYS,01/06/2014,30/06/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7006,June,950
3251,8380,MYS,01/07/2014,31/07/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7007,July,950
3252,8381,MYS,01/08/2014,31/08/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7008,August,950
3253,8382,MYS,01/09/2014,30/09/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7009,September,950
3254,8383,MYS,01/10/2014,31/10/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7010,October,950
3255,8384,MYS,01/11/2014,30/11/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7011,November,950
3256,8385,MYS,01/12/2014,31/12/2014,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2014,7012,December,950
3257,8386,MYS,01/01/2015,31/12/2015,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2015,7021,Annual value,850
3258,8387,MYS,01/01/2015,31/01/2015,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2015,7001,January,800
3259,8388,MYS,01/01/2016,31/12/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7021,Annual value,850
3260,8389,MYS,01/01/2016,31/01/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7001,January,800
3261,8390,MYS,01/02/2016,29/02/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7002,February,800
3262,8391,MYS,01/03/2016,31/03/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7003,March,800
3263,8392,MYS,01/04/2016,30/04/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7004,April,800
3264,8393,MYS,01/05/2016,31/05/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7005,May,850
3265,8394,MYS,01/06/2016,30/06/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7006,June,850
3266,8395,MYS,01/07/2016,31/07/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7007,July,800
3267,8396,MYS,01/08/2016,31/08/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7008,August,850
3268,8397,MYS,01/09/2016,30/09/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7009,September,800
3269,8398,MYS,01/10/2016,31/10/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7010,October,850
3270,8399,MYS,01/11/2016,30/11/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7011,November,800
3271,8400,MYS,01/12/2016,31/12/2016,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2016,7012,December,900
3272,8401,MYS,01/01/2017,31/12/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7021,Annual value,940
3273,8402,MYS,01/01/2017,31/01/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7001,January,900
3274,8403,MYS,01/02/2017,28/02/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7002,February,900
3275,8404,MYS,01/03/2017,31/03/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7003,March,950
3276,8405,MYS,01/04/2017,30/04/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7004,April,950
3277,8406,MYS,01/05/2017,31/05/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7005,May,950
3278,8407,MYS,01/06/2017,30/06/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7006,June,950
3279,8408,MYS,01/07/2017,31/07/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7007,July,950
3280,8409,MYS,01/08/2017,31/08/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7008,August,950
3281,8410,MYS,01/09/2017,30/09/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7009,September,950
3282,8411,MYS,01/10/2017,31/10/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7010,October,950
3283,8412,MYS,01/11/2017,30/11/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7011,November,950
3284,8413,MYS,01/12/2017,31/12/2017,Malaysia,156,Sugar cane,Producer Price (LCU/tonne),2017,7012,December,950
3285,8471,MYS,01/01/2004,31/12/2004,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2004,7021,Annual value,530
3286,8472,MYS,01/01/2005,31/12/2005,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2005,7021,Annual value,658
3287,8473,MYS,01/01/2006,31/12/2006,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2006,7021,Annual value,748
3288,8474,MYS,01/01/2007,31/12/2007,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2007,7021,Annual value,750
3289,8475,MYS,01/01/2008,31/12/2008,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2008,7021,Annual value,800
3290,8476,MYS,01/01/2009,31/12/2009,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2009,7021,Annual value,950
3291,8477,MYS,01/01/2010,31/12/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7021,Annual value,900
3292,8478,MYS,01/01/2010,31/01/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7001,January,1450
3293,8479,MYS,01/02/2010,28/02/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7002,February,1450
3294,8480,MYS,01/03/2010,31/03/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7003,March,1400
3295,8481,MYS,01/04/2010,30/04/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7004,April,1400
3296,8482,MYS,01/05/2010,31/05/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7005,May,1450
3297,8483,MYS,01/06/2010,30/06/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7006,June,1450
3298,8484,MYS,01/07/2010,31/07/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7007,July,1450
3299,8485,MYS,01/08/2010,31/08/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7008,August,1550
3300,8486,MYS,01/09/2010,30/09/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7009,September,1450
3301,8487,MYS,01/10/2010,31/10/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7010,October,1450
3302,8488,MYS,01/11/2010,30/11/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7011,November,1350
3303,8489,MYS,01/12/2010,31/12/2010,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2010,7012,December,1400
3304,8490,MYS,01/01/2011,31/12/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7021,Annual value,1050
3305,8491,MYS,01/01/2011,31/01/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7001,January,1000
3306,8492,MYS,01/02/2011,28/02/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7002,February,1000
3307,8493,MYS,01/03/2011,31/03/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7003,March,1100
3308,8494,MYS,01/04/2011,30/04/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7004,April,1100
3309,8495,MYS,01/05/2011,31/05/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7005,May,1050
3310,8496,MYS,01/06/2011,30/06/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7006,June,1100
3311,8497,MYS,01/07/2011,31/07/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7007,July,1100
3312,8498,MYS,01/08/2011,31/08/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7008,August,1050
3313,8499,MYS,01/09/2011,30/09/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7009,September,950
3314,8500,MYS,01/10/2011,31/10/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7010,October,1000
3315,8501,MYS,01/11/2011,30/11/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7011,November,1000
3316,8502,MYS,01/12/2011,31/12/2011,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2011,7012,December,1000
3317,8503,MYS,01/01/2012,31/12/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7021,Annual value,1100
3318,8504,MYS,01/01/2012,31/01/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7001,January,1350
3319,8505,MYS,01/02/2012,29/02/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7002,February,1400
3320,8506,MYS,01/03/2012,31/03/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7003,March,1150
3321,8507,MYS,01/04/2012,30/04/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7004,April,1100
3322,8508,MYS,01/05/2012,31/05/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7005,May,1000
3323,8509,MYS,01/06/2012,30/06/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7006,June,950
3324,8510,MYS,01/07/2012,31/07/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7007,July,950
3325,8511,MYS,01/08/2012,31/08/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7008,August,950
3326,8512,MYS,01/09/2012,30/09/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7009,September,950
3327,8513,MYS,01/10/2012,31/10/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7010,October,900
3328,8514,MYS,01/11/2012,30/11/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7011,November,850
3329,8515,MYS,01/12/2012,31/12/2012,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2012,7012,December,800
3330,8516,MYS,01/01/2013,31/12/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7021,Annual value,1150
3331,8517,MYS,01/01/2013,31/01/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7001,January,1000
3332,8518,MYS,01/02/2013,28/02/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7002,February,1000
3333,8519,MYS,01/03/2013,31/03/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7003,March,1000
3334,8520,MYS,01/04/2013,30/04/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7004,April,1200
3335,8521,MYS,01/05/2013,31/05/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7005,May,1200
3336,8522,MYS,01/06/2013,30/06/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7006,June,1200
3337,8523,MYS,01/07/2013,31/07/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7007,July,1200
3338,8524,MYS,01/08/2013,31/08/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7008,August,1200
3339,8525,MYS,01/09/2013,30/09/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7009,September,1250
3340,8526,MYS,01/10/2013,31/10/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7010,October,1250
3341,8527,MYS,01/11/2013,30/11/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7011,November,1250
3342,8528,MYS,01/12/2013,31/12/2013,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2013,7012,December,1250
3343,8529,MYS,01/01/2014,31/12/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7021,Annual value,1300
3344,8530,MYS,01/01/2014,31/01/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7001,January,1200
3345,8531,MYS,01/02/2014,28/02/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7002,February,1300
3346,8532,MYS,01/03/2014,31/03/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7003,March,1300
3347,8533,MYS,01/04/2014,30/04/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7004,April,1300
3348,8534,MYS,01/05/2014,31/05/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7005,May,1300
3349,8535,MYS,01/06/2014,30/06/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7006,June,1400
3350,8536,MYS,01/07/2014,31/07/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7007,July,1400
3351,8537,MYS,01/08/2014,31/08/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7008,August,1400
3352,8538,MYS,01/09/2014,30/09/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7009,September,1300
3353,8539,MYS,01/10/2014,31/10/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7010,October,1400
3354,8540,MYS,01/11/2014,30/11/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7011,November,1200
3355,8541,MYS,01/12/2014,31/12/2014,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2014,7012,December,1200
3356,8542,MYS,01/01/2015,31/12/2015,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2015,7021,Annual value,1450
3357,8543,MYS,01/01/2015,31/01/2015,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2015,7001,January,1200
3358,8544,MYS,01/01/2016,31/12/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7021,Annual value,1250
3359,8545,MYS,01/01/2016,31/01/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7001,January,1350
3360,8546,MYS,01/02/2016,29/02/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7002,February,1300
3361,8547,MYS,01/03/2016,31/03/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7003,March,1100
3362,8548,MYS,01/04/2016,30/04/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7004,April,1200
3363,8549,MYS,01/05/2016,31/05/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7005,May,1250
3364,8550,MYS,01/06/2016,30/06/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7006,June,1150
3365,8551,MYS,01/07/2016,31/07/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7007,July,1100
3366,8552,MYS,01/08/2016,31/08/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7008,August,1200
3367,8553,MYS,01/09/2016,30/09/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7009,September,1450
3368,8554,MYS,01/10/2016,31/10/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7010,October,1550
3369,8555,MYS,01/11/2016,30/11/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7011,November,1550
3370,8556,MYS,01/12/2016,31/12/2016,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2016,7012,December,1400
3371,8557,MYS,01/01/2017,31/12/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7021,Annual value,1685
3372,8558,MYS,01/01/2017,31/01/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7001,January,1800
3373,8559,MYS,01/02/2017,28/02/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7002,February,1700
3374,8560,MYS,01/03/2017,31/03/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7003,March,1650
3375,8561,MYS,01/04/2017,30/04/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7004,April,1600
3376,8562,MYS,01/05/2017,31/05/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7005,May,1600
3377,8563,MYS,01/06/2017,30/06/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7006,June,1600
3378,8564,MYS,01/07/2017,31/07/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7007,July,1750
3379,8565,MYS,01/08/2017,31/08/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7008,August,1650
3380,8566,MYS,01/09/2017,30/09/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7009,September,1700
3381,8567,MYS,01/10/2017,31/10/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7010,October,1700
3382,8568,MYS,01/11/2017,30/11/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7011,November,1700
3383,8569,MYS,01/12/2017,31/12/2017,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2017,7012,December,1750
3384,8570,MYS,01/01/2018,31/12/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7021,Annual value,1600
3385,8571,MYS,01/01/2018,31/01/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7001,January,1450
3386,8572,MYS,01/02/2018,28/02/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7002,February,1400
3387,8573,MYS,01/03/2018,31/03/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7003,March,1350
3388,8574,MYS,01/04/2018,30/04/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7004,April,1450
3389,8575,MYS,01/05/2018,31/05/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7005,May,1550
3390,8576,MYS,01/06/2018,30/06/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7006,June,1750
3391,8577,MYS,01/07/2018,31/07/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7007,July,1450
3392,8578,MYS,01/08/2018,31/08/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7008,August,1600
3393,8579,MYS,01/09/2018,30/09/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7009,September,1900
3394,8580,MYS,01/10/2018,31/10/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7010,October,2000
3395,8581,MYS,01/11/2018,30/11/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7011,November,2050
3396,8582,MYS,01/12/2018,31/12/2018,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2018,7012,December,1950
3397,8583,MYS,01/01/2019,31/12/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7021,Annual value,2150
3398,8584,MYS,01/01/2019,31/01/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7001,January,2200
3399,8585,MYS,01/02/2019,28/02/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7002,February,2200
3400,8586,MYS,01/03/2019,31/03/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7003,March,2350
3401,8587,MYS,01/04/2019,30/04/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7004,April,2150
3402,8588,MYS,01/05/2019,31/05/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7005,May,2100
3403,8589,MYS,01/06/2019,30/06/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7006,June,2150
3404,8590,MYS,01/07/2019,31/07/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7007,July,2200
3405,8591,MYS,01/08/2019,31/08/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7008,August,2250
3406,8592,MYS,01/09/2019,30/09/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7009,September,2050
3407,8593,MYS,01/10/2019,31/10/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7010,October,2250
3408,8594,MYS,01/11/2019,30/11/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7011,November,2100
3409,8595,MYS,01/12/2019,31/12/2019,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2019,7012,December,2050
3410,8596,MYS,01/01/2020,31/12/2020,Malaysia,122,Sweet potatoes,Producer Price (LCU/tonne),2020,7021,Annual value,1800
3411,8777,MYS,01/01/1993,31/12/1993,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),1993,7021,Annual value,1020
3412,8778,MYS,01/01/1994,31/12/1994,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),1994,7021,Annual value,1275
3413,8779,MYS,01/01/1995,31/12/1995,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),1995,7021,Annual value,1250
3414,8780,MYS,01/01/1996,31/12/1996,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),1996,7021,Annual value,1400
3415,8781,MYS,01/01/1997,31/12/1997,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),1997,7021,Annual value,1505
3416,8782,MYS,01/01/1998,31/12/1998,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),1998,7021,Annual value,1545
3417,8783,MYS,01/01/1999,31/12/1999,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),1999,7021,Annual value,1430
3418,8784,MYS,01/01/2000,31/12/2000,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2000,7021,Annual value,1195
3419,8785,MYS,01/01/2001,31/12/2001,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2001,7021,Annual value,1360
3420,8786,MYS,01/01/2002,31/12/2002,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2002,7021,Annual value,1935
3421,8787,MYS,01/01/2003,31/12/2003,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2003,7021,Annual value,1525
3422,8788,MYS,01/01/2004,31/12/2004,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2004,7021,Annual value,1500
3423,8789,MYS,01/01/2005,31/12/2005,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2005,7021,Annual value,1490
3424,8790,MYS,01/01/2006,31/12/2006,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2006,7021,Annual value,1278
3425,8791,MYS,01/01/2007,31/12/2007,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2007,7021,Annual value,1900
3426,8792,MYS,01/01/2008,31/12/2008,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2008,7021,Annual value,1700
3427,8793,MYS,01/01/2009,31/12/2009,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2009,7021,Annual value,1850
3428,8794,MYS,01/01/2010,31/12/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7021,Annual value,2500
3429,8795,MYS,01/01/2010,31/01/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7001,January,3850
3430,8796,MYS,01/02/2010,28/02/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7002,February,3500
3431,8797,MYS,01/03/2010,31/03/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7003,March,2500
3432,8798,MYS,01/04/2010,30/04/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7004,April,2050
3433,8799,MYS,01/05/2010,31/05/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7005,May,2000
3434,8800,MYS,01/06/2010,30/06/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7006,June,2400
3435,8801,MYS,01/07/2010,31/07/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7007,July,2600
3436,8802,MYS,01/08/2010,31/08/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7008,August,2850
3437,8803,MYS,01/09/2010,30/09/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7009,September,2650
3438,8804,MYS,01/10/2010,31/10/2010,Malaysia,388,Tomatoes,Producer Price (LCU/tonne),2010,7010,October,2750
